"TEAM NAMES","Series Number",Filename,Name,Description,Gender,Attributes,sha256
,287,danjuma-the-shocked,"danjuma the shocked","A pensioneer who got told his bank is on distress",Male,"hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: shyness",b4643e5a3afc9537030279564b09d00a738da7bf2317eae180d01e39ec11c003
,288,yomi-the-fashionista,"yomi the fashionista","Winner of the Lagos GT Bank fashion week.",Male,"hair: covered; eyes: white; teeth: white; clothing: wrapper across one shoulder; accessories: cap; expression: shocked; strength: hard worker; weakness: lack of wealth",1032096c562b17fcfe0217b7fc591619289e85bbbfcd1463016438d9ed283392
,289,ibu-the-importer,"ibu the importer","A rich man who steps on people's toes",Male,"hair: covered; eyes: light blue; teeth: white and a gold tooth; clothing: isi-agu; accessories: cap; expression: straight face; strength: wealth; weakness: irrational",9bd890057c78f56b33bab08ceb74ba2ab93b8d39211160346270046db47f64dc
,290,massa-the-ghanian,"massa the ghanian","A rich trader who loves giving back to the community",Male,"hair: covered; eyes: closed; teeth: white; clothing: akan; accessories: cap; expression: happy; strength: wealth; weakness: irrational",e4bc21356908461412f7bd65cf1bb8ea6a0ea4134fd71826fb3c8182f6192594
,291,james-the-musician,"james the musician","A Nigerian based musician who host shows",Male,"hair: brown; eyes: closed; teeth: white; clothing: akan; accessories: none; expression: happy; strength: good voice; weakness: womanizer",afc01beb7d3dae0476ec6da5618f4e929f8645da9dabdc64a4ae049e2d0f262d
,292,gbenga-titled-man,"gbenga titled man","A chief who is very ambitious in his pursuits for fame",Male,"hair: covered; eyes: light blue; teeth: white with a gold tooth; clothing: akan; accessories: none; expression: emotional; strength: friendly; weakness: deceitful",8da85774d45942742d6fcef686f3daf46113b65e1ed4aae11b392ace859ab5d9
,293,abaga-the-rapper,"abaga the rapper","A flashy millionaire and a music rapper",Male,"hair: covered;eyes: closed; teeth: white; clothing: dongri and yellow t-shirt; accessories: cap; expression: happy; strength: wealth; weakness: recklessness",539c1a7f7a2a6392df299ffd5efa26270beaac644f1569644c4fbfe28fc83610
,294,izuchukwu-the-fisherman,"izuchukwu the fisherman","A fisherman who knows how to paddle well",Male,"hair: covered; eyes: closed; teeth: white with a gap tooth; clothing: green shirt; accessories: cap; expression: dozzy; strength: great body-build; weakness: drunkard",f5802fea59f9fe75b15b917fb407c62070f6f7208c8fc4738ace9c23771ba276
,295,mark-the-philanthropist,"mark the philanthropist","A London based philantropist.",Male,"hair: brown; eyes: white; teeth: closed; clothing: white and blue shirt; accessories: none; expression: irritated; strength: philanthropist; weakness: anger issues",a0a00c5f9d61cfb84f4524985bf73be59a373269ede39a75e1e26b652da7cf31
,296,desmond-the-politician,"desmond the politician","A young politician who just became a minister",Male,"hair: covered; eyes: grey; teeth: closed; clothing: yellow and purple agbada; accessories: ila; expression: smirk; strength: team player; weakness: deceitful",cb2b7549b7f2fbeb109abe9e18deb931e3ef6e7265ce723756407a9a500b194d
,297,okoro-the-bachelor,"okoro the bachelor","A local palm wine tapper with hopes and dreams",Male,"hair: covered; eyes: grey; teeth: white and a gold tooth; clothing: wrapper across one shoulder; accessories: cap; expression: pretense; strength: motivated; weakness: poor",b5368f0d2d775aef94d4327c90a2202c97646c56380ad6f76ec6f35baeb3447b
,298,saro-the-clothemaker,"saro the clothemaker","The yoruba man that stole the king's wife.",Male,"hair: covered; eyes: grey; teeth: white; clothing: red and yellow agbada; accessories: cap; expression: straight face; strength: good-looking; weakness: womanizer",8e8baebb755ce6da5e1291d6543280541088c8f4802b0db352c024392b4c892e
,299,kalu-the-ichie,"kalu the ichie","A man of wealth with afluence spreading all over the east",Male,"hair: covered; eyes: sky-blue; teeth: white; clothing: orange plain and pattern shirt; accessories: cap; expression: happy; strength: wealth; weakness: pride",b92e8e01bd5bd34b6455de41a577ee1d49447f93ec335cdb45587d149d40d466
,300,tamuno-the-prince,"tamuno the prince","An Ijaw prince who is also the heir to the throne",Male,"hair: covered; eyes: sky-blue; teeth: closed; clothing: akan;  accessories: cap; expression: straight-face; strength: caring; weakness: easily deceived",12519d6816c8e5f6272796b55d611f4bf3af66caee94b14262bb3792702a863c
"TEAM SCALE",301,"wendy-the -banker","wendy the  banker","Wendy loves working in the bank, as she gets to meet different people.",Female,"hair: dark red; eyes: blue; teeth:none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ",6ac2b9db1e1c5cdc151cc8cc14826c5ccce8b19b064cbc97724728d8356bf2b9
,302,"uduak-the -dark horse","uduak the dark horse","Uduak looks innocent and has the whole apartment bugged",Female,"hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ",7766bd9a605edff074c346371dd6a38a9f6a47bee843e2658d6f09d5a956ba9e
,303,"timeyin-the -eccentic","timeyin the eccentic","Timeyin is as eccentric as they come with no care for others opinions",Female,"hair: brown; eyes: blue; teeth:none; clothing: multi-colored ankara; accessories: smoking pipe; expression: high; strength: none; weakness: none ",aae0f41c741a176f5d085c26547cdff09c11119261b67acb976a433e72bdadc6
,304,"omawunmi-the -businesswoman","omawunmi the businesswoman","Omawunmi is a no-nonsense woman with a shop in idumota",Female,"hair: pink; eyes: blue; teeth: white teeth; clothing: yellow ankara; accessories: none; expression: angry; strength: none; weakness: none ",4f2d87544b687a64216288075c7fe656fe7b1b717b38b339bf79d6a1417935ae
,305,halima-the-housewife,"halima the housewife","Halima loves to bake and cook for her children",Female,"hair: brown; eyes: blue; teeth: none; clothing: ankara designed with yellow red and green; accessories: none; expression: tired; strength: none; weakness: none ",ddc04ac755ef9c012c7829e408083d75bd7d54f0c5f7077ebe84b9182ca4d9bf
,306,"muna-the -block sister","muna the block sister","Muna loves to tell everyone in the block about her younger escapades",Female,"hair: black; eyes: blue; teeth: none; clothing: wolf skin ankara; accessories: headgear; expression: shocked; strength: none; weakness: none ",0b6838d04b89b99dd4d5b912b034dd74d329c8b9212e80129bb4718a8cee65ee
,307,"stella-the -gossip","stella the gossip","Nobody gossips on the block like stella when smoking.",Female,"hair: red; eyes: covered eyes; teeth: none; clothing: black ankara with bright design; accessories: none; expression: calm; strength: none; weakness: none ",d534778668fc0275d70c7588125819ba7baa6495828f293edca755bdb30ab5c9
,308,agbani-the-wannabe,"agbani the wannabe","Agbani loves to shop antique decorations for her mansion in Idi-Iroko.",Female,"hair: purple hair; eyes: covered eyes; teeth: none; clothing: blue one-armed dress; accessories: none; expression: happy; strength: none; weakness: none ",38b0e52e3342f53137b89a449554b1f49308ad3f282d074c84fd59d8e2064d83
,309,"asante-the -warrior","asante the warrior","Asante came from a long line of warriors in Ghana.",Female,"hair: pink braids; eyes: covered eyes; teeth: none; clothing: one-armed brightly colored dress; accessories: none; expression: calm; strength: none; weakness: none ",8ce978d3550daadaf730da115d85dc8737ec026f08e2bf5d6f0049d15f883826
,310,"hilda-the -insomaniac","hilda the insomaniac","Hilda prefers to sleep during the day.",Female,"hair: pink; eyes: covered eyes; teeth: none; clothing: multi colored ankara; accessories: none; expression:calm; strength: none; weakness: none",ab92805ce73602436e4ab021304f903eb1c80b28cc472a02def7c9bb0df2901e
,311,"sisi yemi-the -street aunty","sisi yemi the street aunty","Sisi Yemi is everyone's favourite street aunty.",Female,"hair: dark brown; eyes: brown eyes; teeth: none; clothing: blue and yellow ankara; accessories: none; expression: shocked; strength: none; weakness: none ",fd9e49c61ab4cca2986cf1b8679106ec2397595b997e91e2e5ea1bb07029ffb4
,312,"chiamaka-the -bully","chiamaka the bully","Chiamaka hates people in her business and likes to scare the kids on the block.",Female,"hair: pink; eyes: brown; teeth: none; clothing: multi-colored ankara; accessories: smoking pipe; expression: strong; strength: none; weakness: none ",91eb087c32b80f44203c3b92fa6d8ea25bc2c5f33fe50dc434afe012a5eae27a
,313,gift-the-fashionista,"gift the fashionista","Gift has always been bold and that spreads to her fashion sense too.",Female,"hair: brown; eyes: brown; teeth :none; clothing: multi-colored ankara; accessories: none; expression: witty; strength: none; weakness: none ",9d0bf348cdbe22ff1db5347854febe10dadac2a76842163e2723bcf1b0be2601
,314,omoyene-the-weirdo,"omoyene the weirdo","Omoyene likes to murmur to herself and talks about seeing ghosts.",Female,"hair: brown; eyes: brown; teeth: none; clothing: yellow ankara; accessories: none; expression: calm; strength: none; weakness: none ",7c1e39328de287a01fc9d0b03c5bebc9ad1dd09abcd1e1bdf1ee7ae1ffec9852
,315,"maria-the -freshface","maria the freshface","Maria likes to believe the world is sunshine and rainbows while blowing gum.",Female,"hair: pink; eyes: brown eyes; teeth: white teeth; clothing: yellow green and red ankara; accessories: none; expression: furious; strength: none; weakness: none ",0bba0f487560206dbe2144e0832a4e392c083e7806e45a94f183330ba23efef2
,316,"monica-the -smoker","monica the smoker","Monica is never found without a pipe and loves to interject in every conversation.",Female,"hair: grey; eyes: covered eyes; teeth: none; clothing: black ankara with bright designs; accessories: yellow glasses; expression: hip; strength: none; weakness: none ",f07702747b89fced838c31945d7e5c1a5d6671ebc969b13b4646c201f67235fa
,317,"janet -is always -found singing ","janet the singer","Janet is always found singing in whatever activity she’s doing.",Female,"hair: purple; eyes: covered eyes; teeth: none; clothing: yellow and blue ankara; accessories: yellow glasses; expression: cool; strength: none; weakness: none ",b2dff3c6b77f62e4101a3597e4a8b8b89357d90b1ac398a9b4d805352f153cea
,318,emi-the-reggae-girl,"emi the reggae girl","EMi is a beautiful dancer; she rules the reggae world.",Female,"hair:pink braids; eyes: covered eyes; teeth: none; clothing: multicolored ankara; accessories: yellow glasses; expression: happy; strength: none; weakness: none ",dd311023e483374de3d85da072d5a316657ad8671c276bb85edfbb2c3c7c8ffb
,319,aisha-love-the-life-of-the-party,"aisha love the life of the party","Aisha always party during the weekend.",Female,"hair: red; eyes: covered eyes; teeth: none; clothing: wolf skin ankara; accessories: yellow glasses; expression: hip; strength: none; weakness: none ",ff2a0b652a1b5a1fee539c1b3d9bdc9705b80dfc471f14007206e693db0b916d
,320,amaka-the-tailor,"amaka the tailor","She sews the most beautiful dress in the hood.",Female,"hair: grey; eyes: covered eyes; teeth: none; clothing: black dress; accessories: yellow glasses; expression: happy; strength: none; weakness: none ",161f50a89d07723a0ab17ce9de72ac10412c998bda0f13cc14fa0ad757516d28
"TEAM SANDPAPER",321,omunyinyi-the-stoic,"omunyinyi the stoic","Omunyinyi wears a Kitenge coat.",Male,"hair: bald; eyes: teary; teeth: none; clothing: checked ankara; accessories: none; expression: teary; strength: powerful; weakness: self-loathing",3c5e6e1a0ed61d0b74ba22bd1a5acfacbc4b064fdf8434b96da0e6ee9f2ca1fd
,322,kamau-the-sleeper,"kamau the sleeper","Kamau has his eyes closed as he meditates.",Male,"hair: bald; eyes: closed; teeth:  none;  clothing: black ankara; accessories: none; expression: flat; strength: open to suggestion; weakness: always sleepy",13e113eea5bdc2781080e0f397bf30e0bb0fd2d2d01a11b21d3a2a0096c7a31e
,323,mutiso-the-lastborn,"mutiso the lastborn","Mutiso is masked up but dozes off while waiting for food. ",Male,"hair: bald; eyes: closed; teeth: none;  clothing: yellow ankara; accessories: none;  expression: tired; strength: consistency; weakness: pessismist",ab967b705e9842d2e8614f96f008ae163dc5fd368d0373e3ab96e6f1efa3aa47
,324,omondi-the-vegeterian,"omondi the vegeterian","Omondi wears a green coat with lots of patterns. ",Male,"hair: bald; eyes: sharp eyed; teeth: none;  clothing: green ankara; accessories: none; expression: alert; strength: leader; weakness: anxious",ce531d20cbaeaf899e4a0b99c0f5f5de65333716462881666c4389d6a857f8ec
,325,barasa-the-optimist,"barasa the optimist","Barasa looks up to the sky and makes a wish.",Male,"hair: bald; eyes: blue; teeth: none; clothing: brown ankara; accessories:none; expression: awake; strength: strong willed; weakness: immoral",0b6649f159db3220be08245b77c5854cee4300e2e164065f2b6a3b7fc0020be7
,326,mwembu-the-elder,"mwembu the elder","Mwembu is old but not so old and yellow is his favorite color.",Male,"hair: bald; eyes: black; teeth: none; clothing: dark ankara; accessories: none; expression: plain; strength: fulfilled; weakness: angry",0416719c2a7e8e5c8f391602c9f58bb844b53c0abd35838cefb44943be92467b
,327,mbogi-the-fighter,"mbogi the fighter","Mbogi is captured and forced to wear a mask. ",Male,"hair: bald; eyes:  black; teeth: none; clothing: one side ankara; accessories: none; expression: willfull; strength: fighter; weakness: rebellious",b121fa4c388ed1ea478065ddb88cc0101c3959ada77a022599c22ec9e923d7c6
,328,mrosho-the-runner,"mrosho the runner","Mrosho has his mask on and yet still runs his race. ",Male,"hair: bald; eyes: sea blue; teeth: none; clothing: purple ankara; accessories: none; expression: alert; strength: visionary; weakness: destructive",abaf4cd599718de65101013c70bb521a95e663d1132013509e47d4cb3e2fb61c
,329,milele-the-african,"milele the african","Milele wears a dress with a nice african print in orange.",Male,"hair: bald; eyes: blue; teeth: none; clothing: orange ankara; accessories: none; expression: timid; strength: leader; weakness: failure",e90b44d0b573c62421de1866801fa424017ded5af773a0b194bf4ad06ea719f1
,330,olebon-the-oloibon,"olebon the oloibon","Olebon is in a customized buba sokoto.",Male,"hair: bald; eyes: closed; teeth: none; clothing: animal print; accessories: none; expression: surprised; strength: empathy; weakness: easily bored",b42b2b744a59144a4af18179e5198fda05b1b7b3a1f4c2cd696bb4ac29ea5995
,331,chifu-the-maasai,"chifu the maasai","Maasai shuka keeps bringing inspiration for new clothings. ",Male,"hair: bald; eyes: closed; teeth: none; clothing: ankara shirt; accessories: none; expression: visionary; strength:  authentic; weakness: selfish",94a3a2095a2d3a48b0e27f5ad3b002585cdb12fca44a906d13da175836ec5dce
,332,mwangaa-the-voice,"mwangaa the voice","Mwangaa the chief is controlling but still loved as he has a calming voice.",Male,"hair: bald; eyes: blue; teeth: none; clothing: white lined ankara; accessories: none; expression: kindness; strength: brave; weakness: impatient",49b3fbcf12ead4d9c8d518d0f515b269cee8bc8b1f2b465d249c3bf3aad4741a
,333,waforte-the-first,"waforte the first","Waforte loves to sleep and does nothing else.",Male,"hair: bald; eyes: closed; teeth:none; clothing: jean ankara; accessories: none; expression: shy; strength: none;  weakness: selfish",7281472e8b9ba7fd997d51531c8cc5d401ae5c085ea77da051c0fa6b20b4e98a
,334,kariuki-the-prayerful-one,"kariuki the prayerful one","Kariuki closes his eyes as he watches the sunset.",Male,"hair: bald; eyes: closed eyes; teeth:none; clothing: none; accessories: none; expression: bored; strength: intelligent; weakness: passive",cf4e72270e287d5519bdc7864ba7586747b687e2174f47cb5f66223aa3cb694e
,335,kenyanese-the-priest,"kenyanese the priest","Kenyaanese is a masked up man with a white cloth as his signature attire. ",Male,"hair: bald; eyes: white; teeth: none; clothing: white jean shirt; accessories: none; expression: calculative; strength: kind; weakness: takes things personally",2172b7083016a8d27b9c8e4001008ff46d0f90523836b2944b8aa2df6772788c
,336,nyimbo-the-singer,"nyimbo the singer","Nimbo has his glasses on and a pot with hot porridge for the night",Female,"hair: dreadlocks; eyes: glassed up; teeth:none; clothing: off shoulder ankara; accessories: a pot; expression: free spirited; strength: fair; weakness: impatient",583fef92627ffaf15f2aea76cf08be3813077afa507135309166719a89fb89ea
,337,maathai-the-nobel-winner,"maathai the nobel winner","Mathaai the warrior is revered all over the land. ",Female,"hair: pink afro; eyes: glassed up; teeth: none; clothing: colored ankara; accessories: none; expression: strict; strength: leadership;  weakness: short sighted",30d41b10adb1b0d7ff240d70502e312bced38f1eaacf6a15b650e94a4bbcc1ee
,338,tish-the-angry-one,"tish the angry one","Tish is always angry and with specs on he looks really mean. ",Female,"hair: black huge afro; eyes: none; teeth: broken teeth; clothing: off shoulder ankara; accessories: none; expression: disgusted; strength: blunt; weakness: greedy",6dd871039a6236f03e4c2a9df9dd9989827f58066b962d183b8d5f9916c5a89c
,339,wamenza-the-winner,"wamenza the winner","Wamenza the leader has led his team to yet another thrillig victory. ",Female,"hair: laid back; eyes: none; teeth: none; clothing: off shoulder ankara; accessories: none; expression: meditative; strength: strict; weakness: impulsive",b2b0541019949f3cba7a4a0110e141e57d1167f8afdac7294d22f5e723a213bd
,340,isaya-the-track-king,"isaya the track king","Isaya the traveller has done a lot of travelling round Africa. ",Male,"hair: none; eyes: glassed up; teeth: none; clothing: bright ankara; accessories: none; expression: taken aback; strength: straight forward; weakness: selfish",29942c9fe933c4ba6429eb9af79939a79cc786d514feae80cea8f6f1e90b1bc9
"TEAM RULER",341,mansur-the-partyrider,"mansur the partyrider","Mansur is the life of a party and never caught dulling.",Male,"hair: none; eyes: ash grey; teeth: none;  clothing: agbda; accessories: studs; expression:happy; strength: intelligent; weakness: red whine",421498a1b87284e3b4a319f90a74f7f0c656e4dc695da7c1b24e662b29abe402
,342,tola-the-businessman,"tola the businessman","Tola loves business and owns several shops in Idumota.",Female,"hair: none; eyes: midnightblack; teeth: none;  clothing: purple blowse; accessories: mask; expression:furious; strength: powerful; weakness: love",4f7ef8cb89ccbefc6b3f19e7554477ce85c10c64fbe9b3fe2d9b98ed483ac961
,343,abdullahi-the-honorable,"abdullahi the honorable","Popularly called buje budanu a godfather who lavishes money on young gees.",Male,"hair: none; eyes: blue-blackish; teeth: none;  clothing: yoruba attire; accessories: none; expression:anxious; strength: foreseer; weakness:indecision",559eff515898f9fd127f6c7380aa9ba12c0852744cb6c1804a7fb0d6368bb825
,344,ojukwu-the-badguy,"ojukwu the badguy","Ojukwu is a business minded guy but fun to be with.",Male,"hair: bald; eyes: eagle eyeball; teeth: none;  clothing: yellow lining blowse; accessories: none; expression: none; strength: good eyes for fashion; weakness: lack will power",01e2fa25e7bffa3ee0e9ed7b8bfe39ae2f49402e39b8d120f50360631a0e1e1b
,345,odunsi-the-egbonadugbo,"odunsi the egbonadugbo","Odunsi loves to advise and people in the community rely on him.",Male,"hair: none; eyes: dark brown; teeth: none; clothing: one shoulder gown; accessories: none; expression: none; strength: elegant; weakness: easily depressed",67f3d097aa41bfb8ae686e2167f98d1b17fc1f50b684bd74d5e89ec9d4bb018e
,346,ogogo-the-sugardaddy,"ogogo the sugardaddy","A rich oil magnate who loves to solve young women's problems with his millions.",Male,"hair: none; eyes: cat eyes; teeth: none; clothing: purple danshiki; accessories:nose mask; expression: straight face; strength: brave ; weakness: too selfless",cf31e3bb83308de9da0e7b248fec93441d2b47efcaeb00086fb7346d07ebeb1e
,347,suli-the-amalaseller,"suli the amalaseller","Suli sells amala with respect and people say that's the secret to her sweet food.",Female,"hair: low punk; eyes: cat eyes; teeth: none; clothing:brown babarigai; accessories:none; expression: furious; strength: wealthy; weakness: too emotional",448903f488db176f698c12df288cef48f2625d3a2fa68c07fecb681340fe63d1
,348,dolapo-the-afrocentric,"dolapo the afrocentric","Dolapo loves African prints and loves to showcase culture.",Female,"hair:bald; eyes: brown; teeth: none; clothing: one sided blowse; accessories: nose mask; expression: none; strength: beautiful; weakness: forgetful",246d616ed9dc2110e68fb8c03ce3ac8c1f0d8585b68871b39013bc5313e3b94e
,349,danjuma-the-saddist,danjuma-the-saddist,"Danjuma is a grumpy man no one likes to associate with him.",Male,"hair: none; eyes: sky blue; teeth: none; clothing:purple agbada; accessories: neck beads; expression: excited; strength: outspoken; weakness: boring",0fab414252418c0d920f6ca662804b8288ef1cfc0cb910282bf5cbe36a80b591
,350,chinedu-the-farmer,"chinedu the farmer","A hardworking farmer who has 6 boys who help out on the farm.",Male,"hair: none; eyes: black; teeth: brown; clothing: one sided gown; accessories: none; expression: blushy; strength: easily loved; weakness: get angry easily",7ba830e4ff494e6154eb2a9805ae3d6f0fc16ffe03721f58bd1cac0864d5354a
,351,kola-the-baldguy,"kola the baldguy","Kola is every girls dream man because of his hair style.",Male,"hair: low cut; eyes: mouse eyes; teeth: none; clothing: gbariye style; accessories: nose mask; expression: unhappy; strength: good eyes for details; weakness: sluggish",ebe8dcc1d1bde67d358cdd828e10d7d77289f55bb07df508bf03b8ed6d40a703
,352,bola-the-bosslady,"bola the bosslady","A lady who supports the boy child by providing scholarship to young talented males.",Female,"hair: low cut; eyes: brown; teeth: none; clothing: short orange gown; accessories: nose mask; expression: none; strength: industrious; weaknes:spend lavishly",9f03d496e3473d7386879c6ba075579377c2f399bf94e1e0e27fdbc5152d4e9d
,353,kunle-the-alienguy,"kunle the alienguy","Kunle is special and easily get noticed even in the midst of crowd.",Male,"hair: green punk; eyes: green; teeth: none; clothing: purple agbada; accessories: purple beads; expression: unbothered; strength: very energetic; weaknes:eaaily give in",54cd551873a17e39a72f9ed2147af3f548115595272b6c752d2f3ffa74a59ccc
,354,segun-the-sharp,"segun the sharp","Segun drives with caution and people love him for that.",Male,"hair: green punk; eyes: black ; teeth: none; clothing: orange buba; accessories: nose mask; expression: bitchy; strength: team player; weaknes: none",b66407528af9528d3499cf9b6984c1d38b7cc3a1ab3e6d8eaf6401e64be96829
,355,ola-the-hardguy,"ola the hardguy","Ola may be feared but he is such a coolheaded champ.",Male,"hair: none; eyes: closed eyes; teeth: none; clothing: purple buba; accessories: none; expression: sick; strength: quick recovery power; weaknes: get ill frequently",90fc9fc2fb6708998085ef10297a7faf7ec711e69b35a532894a9ca4d2ff5652
,356,emeka-the-chief,"emeka the chief","Crowd are always at Emeka's house because of his selflessness.",Male,"hair: none; eyes: closed eyes; teeth: none; clothing: pakaja attire; accessories: none; expression: bossing; strength: easily comman respect; weaknes: not a ladies man",68705796823be36f9bb08487d9c919f61e1e0cdef116893038bc87dd0cf004bf
,357,ugochukwu-the-celeb,"ugochukwu the celeb","Ugochukwu is an online celebrity with many followers on social media.",Male,"hair: white blode; eyes: closed eyes; teeth: closed teeth; clothing: black gown; accessories: gold shades; expression: bitchy; strength: enterprising; weaknes: too emotional",42ed930e3265185ec300480f2ff77f474a800091b78ce665eda8f519558a9dd2
,358,adekunle-the-yorubademon,"adekunle the yoruba demon","He might be every woman's man but faithful and loyal to one.",Male,"hair: gobi cap; eyes: closed eyes; teeth: closed teeth; clothing: ghana dansiki; accessories: gold shades; expression: owanbe mood; strength: from a walthy home; weaknes: disrespectful",0420ccd426e5421f620a11396cd41d035eaa4d745491057258cead3928889307
,359,favour-the-fashionista,"favour the fashionista","Combining dresses is not a problem for Favour.",Female,"hair: black ghana weaving; eyes: cat eyes; teeth: none; clothing: senegalese blowse; accessories: gold shades; expression: party rider; strength: smart; weaknes: lazy",e0fe7b7d1873005e8caed1ac3a0a92fb0faeb95d6612a20daf532ffe4bfad0ef
,360,jane-the-slayqueen,"jane the slayqueen","Jane is always found in the midst of men and loves partying.",Female,"hair: long grey braids; eyes: closed; teeth: black lips; clothing: black short gown; accessories: gold shades; expression: happy; strength:very intelligent; weaknes: have mood swings easily",29931daac61aa45feaf696d7d469ff6e882ec092fc87a991d8445db6642e5e45
"TEAM VBELT",361,osas-the-ceo,"osas the ceo","Meet Osas; a Gen-Z CEO with the British accent.",Female,"hair: purple dreadlocks;  eyes: none; teeth: none; clothing: danshiki;  accessories: gold glasses; expression: none; strength: none; weakness: none",54e2c4a315809aa5432468ebe34cc6aa8bc21446bd9f0940b7b0bee7664b3460
,362,"nneka-the-rainbow babe","nneka the rainbow babe","Nneka; the happy rainbow babe with the vibes.",Female,"hair: pink;  eyes: none; teeth: none; clothing: blue and black bichrome; accessories: gold glasses; expression: none; strength: none; weakness: none",d07ba6225dd03a84743c906e28a301435143512f4757fc8ba81bf5c83edee312
,363,"temitope-the-spoilt girl","temitope the spoilt girl","Temitope; our favourite daddy's girl.",Female,"hair: none; eyes: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none",aea1636d48fcc28cec324b13a2e4dd72c6969d944bfa6b6ec3e1a3716e203b03
,364,"bekeh-the-party animal","bekeh the party animal","Baby Bekeh is life of the party that goes home with your charger.",Female,"hair: dark brown;  eyes: none; teeth: none; clothing: left one-shoulder wax print; accessories: gold glasses; expression: none; strength: none; weakness: none",01fd7a8406228c8eff15957ad694d6cb2ead71e15e30c5c1f3d97e8ceb9e8a18
,365,"nana-the-tech lady","nana the tech lady","Nana; the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"hair: black; eyes: none; teeth: none; clothing: print kente;  accessories: gold glasses; expression: none; strength: none; weakness: none",9b34d37001513036f2f9a9b494cc8b13b75d3f6cf6c578e2400d7394875273ce
,366,rofiat-the-marketer,"rofiat the marketer","Rofiat; the distressed marketing intern.",Female,"hair: purple dreadlocks; eyes: brown; teeth: none; clothing: danshiki; accessories: none; expression: none; strength: none; weakness: none",a268a26e0200db2d1b5bc08be3d5d8869843b42e17b302beb64721a1fe99e80f
,367,zarifa-the-righteous,"zarifa the righteous","Meet Zarifa; a proper baddie for Christ.",Female,"hair: pink; eyes: blue; teeth: none; clothing: v-neck original kente; accessories: none;  expression: none; strength: none; weakness: none",983c1e347e9b97192342c161b364163a894381b6a38e41eec5ae8a517ed189eb
,368,modinat-the-troublesome,"modinat the troublesome","Modinat; The queen of gbas gbos.",Female,"hair: long maroon hair; eye: none; teeth: vampire teeth; clothing: right one-shoulder wax print; accessories: brown glasses; expression: none; strength: none; weakness: none",ac9d1a79e7fd8994694ea79fafb4af50a889e5c24c3712c9d07aaa0443e8f861
,369,amaka-our-mummy-g.o,"amaka our mummy g.o","Here's Amaka; our one and only mummy G.O who's been to hell and back.",Female,"hair: dark brown; eyes: blue; teeth: none; clothing: blue v-neck wax print; accessories: none; expression: none; strength: none; weakness: none",53de5cf4e60bc33db150b8fe65d78c41b79b720afe6df68c9d0f45d6998ac58f
,370,mawusi-the-patient,"mawusi the patient","Meet Mawusi; the sweet sister waiting for her Canadian bobo.",Female,"hair: black; eyes: blue; teeth: none; clothing: print kente; accessories: beret; expression: none; strength: none; weakness: none",61e7c8396efd539c50b5bb3015e4698eebc7d2a2f54aa68b9f8e2fda2bf36ceb
,371,nesta-the-difficult,"nesta the difficult","Meet Nesta;the National Chairlady; (SAN)Shege Administrators of Nigeria.",Female,"hair: double puffy hair; eyes: brown; teeth: none; clothing: bow neck wax print; accessories: hair bands; expression: none; strength: none; weakness: none",6f3bb537191025f7ddd11d4716fb00b4b7af1b892d7bb6bc8936bade94d8039b
,372,"adaora-the-choir mistress","adaora the choir mistress","Adaora; a lovely choir mistress who loves her boyfriend.",Female,"hair: black; eyes: brown; teeth: none; clothing: none; accessories: choker necklace; expression: none; strength: none; weakness: none",7907664da2501630310321258f3636150a4d68bcdcf419dc59f0f3d88797644c
,373,"busayo-the-husband snatcher","busayo the husband snatcher","Miss Busayo; loves being around her husband.",Female,"hair: brown; eyes: brown; teeth: none; clothing: none; accessories: none; expression: none; strength: none; weakness: none",84d784db6a82072742b351064342435cc23284c2faf56fa1f9c50573dfa46218
,374,wangari-the-waitress,"wangari the waitress","Wangari; the aspiring musician that doubles as a waitress.",Female,"hair: purple dreadlocks; eyes: brown eyes; teeth: none; clothing: none; accessories: purple earrings; expression: none; strength: none; weakness: none",c4877084b4ea7c883980b5e905764e3bf65f5bde6be4b13933c6340adfa03b15
,375,"charlene-the-shy lady","charlene the shy lady","Meet Charlene; the shy sweetheart next door.",Female,"hair: brown afro; eyes: brown; teeth: none; clothing: black dress; accessories: none; expression: none; strength: none; weakness: none",e68fcba99668e6202e0f953642b0794dec24017f73a267a0c05e5f2192506473
,376,addae-the-unretired,"addae the unretired","Mummy Addae; the hot grandma that has refused to retire.",Female,"hair: brown; eyes: brown; teeth: none; clothing: danshiki; accessories: choker necklace; expression: none; strength: none; weakness: none",5d8fb5f1cdda3f9d7adcb9621fad5077dff30dbdcfa62fb3aba9ceca9a373a48
,377,"abena-the-slay queen","abena the slay queen","Abena; the gang's slay queen.",Female,"hair: long brown braids; eyes: squinting; teeth: none; clothing: v-neck original kente; accessories: none; expression: none; strength: none; weakness: none",1487dc930678934b1de4fd848d1bd23e0fbd680d1e14a043cae5acde03e3b4e5
